"","condition","age","gender","ethnicity","education","religionChild","religionNow","job","maritalStatus","children","country","englishNative","politicalIdeology","studyMoralPhil","vegetarian","beliefGod","beliefAfterlife","beliefTradition","beliefRules","beliefLeader","comments","trialNum","leftCharacter","rightCharacter","response","rt","responseNum"
"86","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",8,"charlie_dog","toby_chimp","slightly more right",3344,1
"87","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",9,"delores_gleitman_deceased","you","much more right",3410,2
"88","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",10,"samantha_hill_girl","delores_gleitman_deceased","much more left",3074,-2
"89","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",11,"todd_billingsley_man","gerald_schiff_pvs","much more left",1459,-2
"90","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",12,"toby_chimp","nicholas_gannon_baby","slightly more left",10184,-1
"91","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",13,"samantha_hill_girl","you","much more right",3258,2
"92","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",14,"samantha_hill_girl","green_frog","slightly more left",2074,-1
"93","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",15,"samantha_hill_girl","gerald_schiff_pvs","much more left",1509,-2
"94","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",16,"sharon_harvey_woman","delores_gleitman_deceased","much more left",1283,-2
"95","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",17,"delores_gleitman_deceased","todd_billingsley_man","much more right",1238,2
"96","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",18,"fetus","you","much more right",1377,2
"97","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",19,"sharon_harvey_woman","kismet_robot","much more left",1209,-2
"98","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",20,"nicholas_gannon_baby","samantha_hill_girl","much more right",2431,2
"99","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",21,"fetus","sharon_harvey_woman","much more right",1223,2
"100","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",22,"green_frog","you","much more right",1398,2
"101","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",23,"god","sharon_harvey_woman","much more right",1434,2
"102","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",24,"gerald_schiff_pvs","delores_gleitman_deceased","slightly more left",9270,-1
"103","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",25,"toby_chimp","god","much more left",1997,-2
"104","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",26,"fetus","nicholas_gannon_baby","much more right",2881,2
"105","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",27,"kismet_robot","toby_chimp","much more right",1367,2
"106","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",28,"green_frog","nicholas_gannon_baby","much more right",3735,2
"107","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",29,"god","fetus","slightly more right",4274,1
"108","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",30,"sharon_harvey_woman","green_frog","much more left",2081,-2
"109","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",31,"god","charlie_dog","much more right",1245,2
"110","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",32,"charlie_dog","samantha_hill_girl","much more right",4701,2
"111","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",33,"sharon_harvey_woman","gerald_schiff_pvs","much more left",2986,-2
"112","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",34,"gerald_schiff_pvs","kismet_robot","slightly more left",3010,-1
"113","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",35,"todd_billingsley_man","nicholas_gannon_baby","much more left",2380,-2
"114","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",36,"todd_billingsley_man","sharon_harvey_woman","both equally",1354,0
"115","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",37,"kismet_robot","fetus","both equally",2823,0
"116","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",38,"charlie_dog","nicholas_gannon_baby","both equally",5320,0
"117","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",39,"green_frog","god","slightly more left",4213,-1
"118","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",40,"sharon_harvey_woman","charlie_dog","much more left",1144,-2
"119","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",41,"nicholas_gannon_baby","gerald_schiff_pvs","slightly more left",3716,-1
"120","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",42,"god","kismet_robot","slightly more right",2275,1
"121","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",43,"delores_gleitman_deceased","charlie_dog","much more right",2214,2
"122","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",44,"todd_billingsley_man","charlie_dog","much more left",1293,-2
"123","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",45,"gerald_schiff_pvs","god","slightly more left",1920,-1
"124","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",46,"nicholas_gannon_baby","delores_gleitman_deceased","slightly more left",1508,-1
"125","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",47,"fetus","gerald_schiff_pvs","both equally",3218,0
"126","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",48,"kismet_robot","charlie_dog","slightly more right",2948,1
"127","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",49,"samantha_hill_girl","kismet_robot","slightly more left",1620,-1
"128","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",50,"you","kismet_robot","much more left",1286,-2
"129","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",51,"sharon_harvey_woman","you","both equally",1853,0
"130","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",52,"samantha_hill_girl","fetus","much more left",1916,-2
"131","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",53,"you","toby_chimp","much more left",1671,-2
"132","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",54,"sharon_harvey_woman","toby_chimp","much more left",1007,-2
"133","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",55,"toby_chimp","todd_billingsley_man","much more right",1022,2
"134","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",56,"god","delores_gleitman_deceased","both equally",2540,0
"135","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",57,"green_frog","kismet_robot","slightly more left",4404,-1
"136","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",58,"todd_billingsley_man","samantha_hill_girl","much more left",1224,-2
"137","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",59,"sharon_harvey_woman","nicholas_gannon_baby","much more left",931,-2
"138","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",60,"gerald_schiff_pvs","toby_chimp","slightly more right",3765,1
"139","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",61,"delores_gleitman_deceased","toby_chimp","much more right",1293,2
"140","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",62,"charlie_dog","green_frog","slightly more left",1628,-1
"141","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",63,"god","samantha_hill_girl","much more right",1566,2
"142","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",64,"todd_billingsley_man","you","both equally",1712,0
"143","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",65,"you","nicholas_gannon_baby","much more left",1370,-2
"144","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",66,"god","todd_billingsley_man","much more right",1127,2
"145","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",67,"nicholas_gannon_baby","kismet_robot","slightly more left",1768,-1
"146","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",68,"you","gerald_schiff_pvs","much more left",1271,-2
"147","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",69,"delores_gleitman_deceased","kismet_robot","slightly more right",1432,1
"148","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",70,"nicholas_gannon_baby","god","slightly more left",1720,-1
"149","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",71,"green_frog","fetus","slightly more left",3809,-1
"150","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",72,"green_frog","todd_billingsley_man","much more right",1086,2
"151","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",73,"green_frog","gerald_schiff_pvs","slightly more left",1834,-1
"152","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",74,"samantha_hill_girl","sharon_harvey_woman","much more right",1235,2
"153","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",75,"green_frog","delores_gleitman_deceased","slightly more left",1532,-1
"154","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",76,"fetus","toby_chimp","slightly more right",1882,1
"155","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",77,"you","god","much more left",1155,-2
"156","Consciousness",28,"male","white","college_some","none","none","Self-employed","no","0","USA","yes_only","independent","no","no","disagree_strong","disagree_strong","disagree_strong","disagree_strong","neither","",78,"you","charlie_dog","much more left",2232,-2
"157","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",1,"nicholas_gannon_baby","kismet_robot","much more left",2357,-2
"158","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",2,"todd_billingsley_man","gerald_schiff_pvs","much more left",1577,-2
"159","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",3,"samantha_hill_girl","gerald_schiff_pvs","much more left",853,-2
"160","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",4,"charlie_dog","sharon_harvey_woman","both equally",2280,0
"161","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",5,"sharon_harvey_woman","fetus","much more left",1611,-2
"162","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",6,"kismet_robot","you","much more right",2164,2
"163","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",7,"toby_chimp","todd_billingsley_man","both equally",1937,0
"164","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",8,"sharon_harvey_woman","you","both equally",1269,0
"165","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",9,"god","toby_chimp","much more right",1607,2
"166","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",10,"samantha_hill_girl","sharon_harvey_woman","both equally",1328,0
"167","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",11,"gerald_schiff_pvs","nicholas_gannon_baby","much more right",1241,2
"168","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",12,"charlie_dog","toby_chimp","both equally",1571,0
"169","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",13,"samantha_hill_girl","delores_gleitman_deceased","much more left",1354,-2
"170","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",14,"you","gerald_schiff_pvs","much more left",2357,-2
"171","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",15,"delores_gleitman_deceased","fetus","much more right",3463,2
"172","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",16,"fetus","kismet_robot","much more left",2322,-2
"173","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",17,"nicholas_gannon_baby","green_frog","both equally",2241,0
"174","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",18,"god","sharon_harvey_woman","much more right",1268,2
"175","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",19,"charlie_dog","nicholas_gannon_baby","both equally",1492,0
"176","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",20,"you","nicholas_gannon_baby","both equally",830,0
"177","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",21,"green_frog","toby_chimp","both equally",1992,0
"178","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",22,"todd_billingsley_man","sharon_harvey_woman","both equally",844,0
"179","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",23,"todd_billingsley_man","kismet_robot","much more left",1208,-2
"180","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",24,"fetus","god","much more left",2169,-2
"181","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",25,"fetus","gerald_schiff_pvs","both equally",1676,0
"182","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",26,"gerald_schiff_pvs","toby_chimp","much more right",1869,2
"183","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",27,"green_frog","todd_billingsley_man","both equally",2252,0
"184","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",28,"samantha_hill_girl","green_frog","both equally",1062,0
"185","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",29,"green_frog","kismet_robot","much more left",1137,-2
"186","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",30,"you","todd_billingsley_man","both equally",915,0
"187","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",31,"sharon_harvey_woman","nicholas_gannon_baby","both equally",1075,0
"188","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",32,"kismet_robot","toby_chimp","much more right",1433,2
"189","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",33,"delores_gleitman_deceased","you","much more right",1219,2
"190","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",34,"kismet_robot","sharon_harvey_woman","much more right",1039,2
"191","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",35,"samantha_hill_girl","kismet_robot","much more left",962,-2
"192","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",36,"god","nicholas_gannon_baby","much more right",1057,2
"193","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",37,"delores_gleitman_deceased","charlie_dog","much more right",1299,2
"194","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",38,"charlie_dog","fetus","much more left",1376,-2
"195","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",39,"charlie_dog","samantha_hill_girl","both equally",1444,0
"196","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",40,"delores_gleitman_deceased","nicholas_gannon_baby","much more right",1194,2
"197","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",41,"gerald_schiff_pvs","delores_gleitman_deceased","much more left",1790,-2
"198","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",42,"todd_billingsley_man","charlie_dog","both equally",1465,0
"199","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",43,"samantha_hill_girl","todd_billingsley_man","both equally",794,0
"200","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",44,"gerald_schiff_pvs","kismet_robot","both equally",2643,0
"201","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",45,"todd_billingsley_man","nicholas_gannon_baby","both equally",1971,0
"202","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",46,"fetus","nicholas_gannon_baby","much more right",1042,2
"203","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",47,"you","fetus","much more left",1584,-2
"204","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",48,"samantha_hill_girl","fetus","much more left",1045,-2
"205","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",49,"fetus","todd_billingsley_man","much more right",1382,2
"206","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",50,"sharon_harvey_woman","delores_gleitman_deceased","much more left",1886,-2
"207","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",51,"god","gerald_schiff_pvs","much more right",2690,2
"208","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",52,"delores_gleitman_deceased","todd_billingsley_man","much more right",1090,2
"209","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",53,"gerald_schiff_pvs","sharon_harvey_woman","much more right",1430,2
